,0,1,2
94,"[427.9940944512964, 446.52894446190464, 425.8461437478704, 390.408866462144, 429.793695573824, 420.13419254396683, 411.0714201565424, 399.24014218485746, 403.410394534803, 417.4809562498268, 426.71559512085634, 423.8406803839403, 381.1209716651723, 399.9872778738508, 413.0359396405006, 409.51554060114324, 363.06022206687595, 386.56879170148125, 401.72809840046966, 392.1475969076192]","[518.5892124713125, 489.4969839638605, 456.20481491197575, 429.30331289403676, 443.6156511904532, 411.52393578421066, 381.0012127835238, 361.0159780960502, 443.28383638237557, 437.03197216966663, 493.99640951943337, 488.85669818542266, 450.70327634403594, 460.65138895225925, 511.1046286294204, 502.7248448691084, 464.3733992601284, 477.14620848908817, 514.5731356480538, 506.2637523475668]",1
95,"[426.6180216295189, 444.08005294177934, 423.1102667052448, 389.7610842080395, 425.7949580159348, 418.6721675640952, 412.07988054749524, 402.4294995096418, 398.48006510068547, 415.6924128991008, 422.7809346826056, 422.3014165845813, 376.37383279162947, 398.2773915069496, 410.77678498610436, 408.948488877799, 357.9492141115197, 382.757653255626, 396.71062074798823, 390.65240963145345]","[515.8030387677164, 485.8334957817216, 454.3673722581605, 431.5102844600385, 438.46350229978884, 403.85283447879715, 373.08500143393934, 351.0104669962332, 438.98936744685227, 433.16478126131045, 486.54788251624734, 485.878747290107, 448.7373090932409, 455.2405751571931, 500.49459495169566, 497.18755152402997, 464.7577821815302, 474.44537430405126, 508.2249121800885, 502.440082781749]",1
96,"[426.5788462461979, 444.64368195357844, 423.12286655856644, 391.22997570785844, 426.2712695216839, 417.4238307071853, 410.8561627199296, 401.03323451856244, 398.80210514047286, 416.30214027346926, 424.7773434874107, 423.257166653096, 376.1218882625939, 397.98809876118446, 409.24427815016264, 408.14816245105084, 356.85793144822026, 380.69092074034853, 392.7816096787156, 388.81692888566045]","[514.0631870184694, 483.941433628585, 451.6313280969736, 426.9723766564513, 434.620741025804, 396.91459469651204, 364.7284323976537, 339.4915581085893, 436.1514537451861, 431.5848565562612, 480.0779063970262, 480.7017501061288, 446.59684107981116, 453.33912725504496, 492.7821912705387, 492.5328910791109, 463.36543076381804, 471.85461564149017, 502.9365250675483, 499.7746047550522]",1
97,"[426.5788462461979, 444.64368195357844, 423.12286655856644, 391.22997570785844, 426.2712695216839, 417.4238307071853, 410.8561627199296, 401.03323451856244, 398.80210514047286, 416.30214027346926, 424.7773434874107, 423.257166653096, 376.1218882625939, 397.98809876118446, 409.24427815016264, 408.14816245105084, 356.85793144822026, 380.69092074034853, 392.7816096787156, 388.81692888566045]","[514.0631870184694, 483.941433628585, 451.6313280969736, 426.9723766564513, 434.620741025804, 396.91459469651204, 364.7284323976537, 339.4915581085893, 436.1514537451861, 431.5848565562612, 480.0779063970262, 480.7017501061288, 446.59684107981116, 453.33912725504496, 492.7821912705387, 492.5328910791109, 463.36543076381804, 471.85461564149017, 502.9365250675483, 499.7746047550522]",1
98,"[425.89883076815175, 443.58201860835953, 422.9328407947877, 391.4183198930663, 424.9381124632562, 415.22475835263214, 409.6600964102142, 401.43305120167906, 398.1733439421957, 415.2784166822161, 422.83937233849457, 422.8016738447635, 375.72362961042455, 396.84066731365186, 406.2355607355789, 406.40878201028255, 356.705304616087, 379.8097847015964, 390.8791769829303, 387.8985244957034]","[514.8953456541224, 482.4552280410954, 449.42913853643495, 427.42267798407136, 435.2875516017363, 395.8975980259216, 362.11803395687576, 335.3462464900698, 435.88500767456713, 430.7961632814354, 476.36054825053935, 477.48058581987334, 445.5884711577911, 451.0909860403756, 485.89895533283243, 488.6064831498981, 462.31194523666164, 470.37954722718064, 499.30303958318524, 498.0415030856633]",1
99,"[425.74109828252534, 443.5077917913258, 425.5704760439158, 395.8400858979931, 423.7934321573596, 414.5094708378791, 408.57951586911554, 400.2410985556626, 396.3452152178866, 414.2346356924482, 419.4141826991894, 420.973908066164, 373.6742729721051, 395.1554278155226, 403.65222640475065, 405.59997453877054, 354.72480319434004, 378.00026047257484, 388.6786159369592, 387.30428967649186]","[515.0098894217151, 483.11549002261296, 451.2447721976204, 430.31486702881944, 432.1774783052226, 390.6697927101853, 355.55098039016366, 326.6723432532401, 432.9148292818642, 428.84906971502716, 469.54791231065724, 473.4764685961945, 443.3089477987835, 449.2146200936018, 481.73648448880675, 486.0731153340233, 460.8529251797334, 469.8504620581733, 498.6756729248683, 497.85982525855593]",1
100,"[424.41580467805187, 441.4539700088069, 424.56543513148625, 396.56498738402297, 420.7340061368948, 410.9401434077091, 406.9561744715053, 400.04199271671666, 393.27148883298577, 412.85927966416256, 416.480679320389, 419.70574423170814, 371.04900800920853, 393.55817134502354, 400.68828701729643, 404.151461863708, 352.501317676099, 375.02052293378824, 382.96653584369346, 384.64789426911733]","[513.0205965027427, 481.7263452586171, 451.431138978221, 432.49496532594014, 429.0745782789028, 386.2107654472074, 350.9676333340275, 320.3542243482262, 430.6346062720934, 427.28149969691464, 464.7047931474893, 470.67916989805605, 442.88365274987814, 448.1856295423066, 478.62625414202256, 484.4142895556684, 462.13163742725567, 471.2278163740355, 500.17681490464815, 498.1641814015148]",1
101,"[424.41580467805187, 441.4539700088069, 424.56543513148625, 396.56498738402297, 420.7340061368948, 410.9401434077091, 406.9561744715053, 400.04199271671666, 393.27148883298577, 412.85927966416256, 416.480679320389, 419.70574423170814, 371.04900800920853, 393.55817134502354, 400.68828701729643, 404.151461863708, 352.501317676099, 375.02052293378824, 382.96653584369346, 384.64789426911733]","[513.0205965027427, 481.7263452586171, 451.431138978221, 432.49496532594014, 429.0745782789028, 386.2107654472074, 350.9676333340275, 320.3542243482262, 430.6346062720934, 427.28149969691464, 464.7047931474893, 470.67916989805605, 442.88365274987814, 448.1856295423066, 478.62625414202256, 484.4142895556684, 462.13163742725567, 471.2278163740355, 500.17681490464815, 498.1641814015148]",1
102,"[425.0090880951923, 442.22384677834725, 424.7046363718111, 397.58870600827845, 421.1224938230588, 411.8750143521091, 408.09501381393466, 401.26062223593954, 393.2302267410119, 412.67303126475184, 416.0777800124688, 419.5554515150631, 371.07106898176005, 393.2417739559831, 399.43258585530276, 403.413450918527, 353.09716485505174, 375.60803037088516, 384.26585664056813, 385.2795198404837]","[511.8422234338615, 480.8218625065264, 450.8594134335986, 432.8215499502232, 424.12209173827654, 380.32550139136146, 345.63546002895396, 314.3787710309811, 426.3607926208119, 426.0037165000075, 462.4107002771991, 469.8223812976498, 439.23692671191793, 446.2003361529146, 475.06632254025516, 482.51734821807605, 459.13840098049207, 469.3820549103888, 498.2395136571821, 497.38372783000426]",1
103,"[425.0090880951923, 442.22384677834725, 424.7046363718111, 397.58870600827845, 421.1224938230588, 411.8750143521091, 408.09501381393466, 401.26062223593954, 393.2302267410119, 412.67303126475184, 416.0777800124688, 419.5554515150631, 371.07106898176005, 393.2417739559831, 399.43258585530276, 403.413450918527, 353.09716485505174, 375.60803037088516, 384.26585664056813, 385.2795198404837]","[511.8422234338615, 480.8218625065264, 450.8594134335986, 432.8215499502232, 424.12209173827654, 380.32550139136146, 345.63546002895396, 314.3787710309811, 426.3607926208119, 426.0037165000075, 462.4107002771991, 469.8223812976498, 439.23692671191793, 446.2003361529146, 475.06632254025516, 482.51734821807605, 459.13840098049207, 469.3820549103888, 498.2395136571821, 497.38372783000426]",1
104,"[425.5867678606258, 443.0482757881436, 426.008049554256, 399.1539133586286, 421.8313843920193, 412.8494891472303, 409.41069297895484, 403.5016737431472, 394.09755392787844, 412.9021949470382, 416.318535111206, 419.73287240830234, 371.41104679592974, 393.47456398962703, 399.54974555045, 403.4560417367671, 353.0752856546771, 374.969929812963, 382.5052849028112, 384.54526664207185]","[512.8137268612104, 480.00534059440486, 449.3055381381497, 430.98774269664096, 426.53571606869497, 381.8641508499551, 345.64167507654577, 312.49454759888755, 427.75375784275235, 425.9101873007507, 460.2751730951861, 467.3581142005635, 439.4910799153474, 445.324237125252, 471.36787512602393, 479.8920192074674, 458.4637155208022, 468.25313261329273, 496.59088525112605, 497.0121543308681]",1
105,"[425.8218354027289, 444.24899397187767, 427.57457189206986, 399.46697931849235, 421.8562024554796, 412.9600193382153, 409.0765037591888, 402.7473528682119, 393.68638864967266, 412.59475367961863, 415.10839493258607, 418.9079343463373, 370.7932858899469, 392.79140906206567, 398.13466716482134, 402.76395762773774, 352.1895542554338, 374.0453655517297, 380.8226404521873, 383.7641705707366]","[512.623039327202, 480.95828949128, 450.23235081052417, 430.4587514562593, 423.89973069520903, 379.2236794187444, 342.7710014308851, 309.70009623398977, 425.96201327754414, 425.30515915034147, 459.39605425123773, 467.75714992982165, 438.4003559333028, 444.4026282613397, 469.8325064210517, 479.7372061832716, 458.1005856193276, 467.5958399814813, 495.26625771384136, 496.5584995236541]",1
106,"[425.5972290688, 442.83720092067, 426.3392322644659, 401.0271161050696, 420.14699685440604, 410.722290950444, 407.2609716416242, 401.42387506132104, 392.1337402902947, 411.9577848607064, 414.0425552386557, 418.7168705336953, 369.49335539832987, 391.8688238511753, 396.5125126943768, 402.2278112702855, 351.1277118296001, 372.7371610178088, 378.33512306680694, 382.7919589972127]","[512.6083533900897, 479.76273419627125, 449.73021302501, 432.0925545784584, 425.99195339876115, 382.9747627874793, 344.62639469083837, 308.3853830352693, 428.2776922465157, 426.65140623357905, 461.8308194955668, 467.96686098095006, 440.9068356212196, 445.72768937638733, 471.40340325700896, 479.8486408052712, 460.46883612191925, 469.54196321900963, 497.1365613523098, 496.7375046295534]",1
107,"[426.48556794563825, 445.3140460554371, 429.85492572818805, 404.05402973836846, 421.8253209492504, 413.9216844898888, 409.89665308711113, 402.9992501937569, 393.915493001062, 412.95286851930774, 416.88249295344, 419.87341867754765, 370.7518036762368, 392.8816135491648, 398.84170484511066, 403.1504563604489, 351.9761629127218, 373.3177212460685, 378.82998736772595, 382.71714820111066]","[513.9290367217272, 480.6882768121977, 449.01482529983093, 430.5326308478178, 429.35463121757806, 385.1511846586666, 345.13415938086865, 306.6178274279077, 429.60748098866077, 426.1373581559655, 459.9725456002924, 466.52704543991433, 440.7035393740742, 445.0709412591427, 470.5544627067084, 479.5258056068822, 459.044609981013, 467.11328474383754, 494.3314824704023, 495.94882499829765]",1
108,"[425.02499749892684, 441.85228458034464, 426.60169521902156, 403.1210709034723, 419.22623415037003, 408.7787498530816, 405.9019427419947, 400.0936057416987, 391.74982219016175, 411.58939988723523, 413.43030491473763, 418.4290017496555, 368.808947143807, 391.56737483553525, 396.3352094042963, 402.11844403172097, 350.05853085602183, 370.7804399207201, 374.31414040089743, 380.8127032050887]","[512.123118136898, 477.60604834944667, 446.52793061778823, 430.43237375001473, 425.8731676423665, 381.9051186450098, 341.92012897325253, 300.9111390034542, 427.787762829942, 426.1552539213056, 460.04726721414926, 466.08011457158443, 440.01078226122945, 444.6024727502984, 469.01997082723074, 478.2537131959259, 458.43906333945546, 466.4786845973485, 492.3746591073767, 494.64912609839445]",1
109,"[426.28488664416165, 444.4037030094494, 428.8748125245322, 404.5851662518403, 421.2551024638579, 411.29927440628217, 407.4054874321824, 400.66731098781975, 393.32708725572786, 412.3594606540999, 415.67707106473074, 419.530560525733, 369.8697100304708, 392.200814096593, 397.49577445718495, 402.62303771979657, 350.903781578385, 371.65806188471345, 375.7339238311512, 381.4631685255814]","[513.5364639147617, 480.37635266339566, 449.7397642609242, 433.28497684652194, 429.2902981770088, 385.32722943558514, 345.0260514312978, 305.00848840869963, 430.37172016155716, 426.889306004196, 461.4098307588476, 466.6235113610322, 441.88567306253407, 445.4179438103985, 470.046057894059, 478.6531491067429, 459.95383005280667, 467.6452230567526, 494.6421449258227, 495.9198312954787]",1
110,"[426.9364788718397, 446.1442339692449, 431.44808532112023, 407.5973545530421, 421.6633268973919, 413.38048642703404, 410.347659635349, 404.1110451126317, 393.8969280892049, 412.75648646532767, 416.9570434426348, 420.037405964498, 370.65190166862436, 392.7531022443105, 398.9110802082572, 403.2617391463197, 351.9927280730952, 372.4686708520587, 376.80246510024466, 381.7561781733048]","[514.846190231156, 482.1249395260101, 452.5270989707729, 435.13833222465956, 434.2318811987229, 392.6270169412288, 349.516566626394, 305.22012012102243, 433.52527387764866, 428.12982066885746, 463.8678533033421, 466.9540042493412, 444.2996876873793, 447.25012449034205, 473.570955158186, 479.4363704161181, 461.6774464616736, 469.26103999435355, 496.8770649972749, 496.26871322373836]",1
111,"[426.4229043165304, 445.2997884693644, 432.39245019813967, 409.94288535625947, 422.1218201454555, 412.6951873221622, 409.26661412058183, 403.4813391517627, 393.95238861157253, 412.68644447519296, 416.2904006820843, 419.8713950091005, 370.28650440285276, 392.1706715653657, 397.7882277223414, 402.98030587761326, 351.2841853187798, 371.64772078997464, 375.70776133088873, 381.4517359329768]","[513.0917333720076, 480.4460240638293, 449.5231578887782, 434.04489995054064, 426.80828613881266, 384.0623979394958, 343.4489466541269, 303.10893290849157, 427.1862394471515, 425.73372262180885, 460.07148366562745, 466.8059508324496, 438.90421560071576, 444.0725004921872, 468.9052218941803, 478.5337825266315, 457.5538607966602, 466.86666658063274, 493.4258231944135, 495.0555580136595]",1
112,"[427.0734822154489, 446.28796816737133, 433.8850925414727, 411.35993445050394, 420.76043530283715, 412.2688669228571, 409.09423988617385, 403.02633332392213, 393.23837689373096, 412.41854588522, 415.71838480225165, 419.29458552270097, 370.1058765616002, 392.1050970884301, 397.2681823144987, 402.3102809952013, 351.2813162384599, 371.55305892914544, 375.1660257735009, 380.91691731029806]","[513.3782890731227, 480.86103855046355, 451.7642660785853, 435.63327152566603, 430.71135593077213, 388.3787781235983, 347.52855830363205, 306.7035396079101, 431.787780238853, 427.80767965634794, 464.007877297209, 467.67639644144447, 443.22581834949267, 447.1489651875731, 473.2004728920809, 479.61761708442873, 461.4372381703355, 469.20320634737243, 496.2660033613625, 495.84104826675167]",1
113,"[426.649812506797, 445.87484410115434, 433.64140606628524, 411.4209361589738, 421.0327421282861, 411.4394897692911, 408.6030892651789, 402.9003681832437, 393.6230383728541, 412.3746752399518, 416.08023895808304, 419.75147112001105, 370.3630720050625, 392.1000829641562, 397.37957102905864, 402.5063289740909, 351.6876325651638, 371.6118395560981, 375.1030955760839, 380.96620252459576]","[512.7988978878376, 478.9725484638865, 448.986111820816, 434.62861740438785, 429.7450980057713, 388.1587045078037, 346.72642648129204, 302.83457578500173, 430.03500509584995, 427.00642307081654, 462.66502613369425, 466.88885314994457, 441.3507875095864, 445.84263914372644, 470.8796472159517, 478.3275898575741, 459.10750738612205, 467.38950158068764, 494.19539533927536, 495.2779152459329]",1
114,"[425.962527120145, 445.08227734393114, 432.7875990168588, 410.42678466444704, 419.93869904501906, 411.0036254789334, 408.38463099047124, 403.11124662088196, 392.6166804367819, 412.04039168175285, 415.54031957819285, 419.7455046729356, 369.5088986608703, 391.5799888084965, 396.48041151206127, 402.2492407791723, 351.00800298576064, 371.29286374728264, 375.077804385367, 381.2135594768533]","[513.7899439036833, 481.13451903819987, 451.891745966534, 435.83472236348666, 431.39451210700304, 390.87516948217063, 348.31804937477887, 304.6567045074764, 431.8476132429194, 427.9308826967167, 464.77453024508645, 467.8008215346796, 443.467184954908, 447.4204316959432, 473.10464814355015, 478.8537840628436, 461.9248938316684, 469.83045487518393, 496.45420469150747, 495.40139672135166]",1
115,"[426.9906581683335, 446.45699962824716, 434.29193614598734, 411.4686658180188, 420.16804549243005, 411.42873036442677, 409.11911987142804, 403.77838805453115, 392.5302948489279, 412.0303094641268, 415.74563063585964, 419.87625249902914, 369.27389020987175, 391.26663722996904, 396.2358299842197, 402.2044331976108, 350.6280805041046, 370.80916138058205, 374.4065835307716, 380.9587427020772]","[513.4641494180041, 481.0188888120998, 452.24829616125163, 435.8089617956929, 431.34639589806926, 391.36596636983296, 348.39142678439816, 303.74302954887946, 431.9266061884099, 428.0226043816436, 463.9341965051805, 466.69707741036166, 443.47656218056244, 447.0539825118854, 472.0537154178898, 477.95178683600193, 461.9347420189379, 469.4248520649782, 495.05850802450357, 494.47296069220374]",1
116,"[426.7952626548776, 446.5102182616757, 434.6913625636578, 412.4339390051438, 421.70611514400736, 411.98117097853014, 410.22852965670756, 405.8712670821081, 393.9342108164134, 412.4617615154982, 416.6838180286157, 420.4696216511305, 370.6693038102603, 392.2547004535302, 398.1216708786617, 403.1548746021305, 352.0937057178212, 371.99589743913947, 376.1176156298085, 381.61647946705017]","[512.6890136124885, 479.82717408679986, 449.6732045512438, 434.3891676382863, 427.40495584835577, 385.60337154519124, 343.7414709979393, 299.33726825581806, 428.0144934139901, 426.352688281834, 460.89674442608475, 466.0788468518899, 439.963059272743, 445.0263415931674, 468.84687274238627, 477.12745272418556, 458.52955757926685, 467.7128364018359, 493.4932289352709, 494.4134503438122]",1
117,"[427.8717125038535, 447.70890298224066, 435.1624902230813, 412.3853255744407, 422.9694918003518, 413.45361258957615, 410.9765279750459, 406.43994978266056, 394.78327856676134, 412.6544465702255, 416.97860355669104, 420.74087659498645, 371.2537168347204, 392.2713380926034, 398.0794857892528, 403.276517418768, 352.5077935630004, 372.3982461255589, 376.89050460464813, 382.09361840873885]","[513.1556205549639, 480.80790170524136, 449.8559665716202, 434.1661862547063, 428.4266069480481, 387.8628312268738, 345.5346793787109, 301.15762956438556, 427.9642610233385, 426.65458220432737, 461.7099363179279, 466.2933974461135, 438.9922962968005, 445.23883801140846, 470.10695115251394, 477.84064977835254, 456.87820021712713, 467.5044778378802, 494.2280286673071, 494.9668166868873]",1
118,"[425.99896741262324, 444.7641337868988, 433.6264597457303, 410.73812632382834, 421.2862809462935, 410.84359160237335, 409.05196131376164, 405.1705855965151, 393.17153229769116, 412.1406395053332, 415.4476669581708, 419.99664570146484, 369.9697600651767, 391.5319178987335, 396.1648876012434, 402.3288733163204, 351.33020866778895, 371.4075278543895, 375.4486649372284, 381.53601827484067]","[512.1920034604763, 479.9190756415897, 449.1798452806349, 433.8742420007675, 424.01301745978236, 382.21935948527096, 341.06724628292005, 299.25294124736456, 425.5471097466984, 425.54207369436165, 459.0054361874187, 465.47617877653187, 438.3126999578361, 444.98606670065027, 469.5295943774801, 477.99239332131634, 457.6896130294529, 467.3847822812742, 493.33918888019235, 494.67210343262167]",1
119,"[426.5673791890236, 445.2575724455122, 433.3024759957482, 410.8741528106762, 420.69715280962254, 410.1203274849151, 408.6933532465903, 405.3887493916108, 392.4340460865221, 411.68338141404206, 414.58243785630896, 419.71210594112915, 369.07069130492755, 391.09283522066653, 396.13209254696744, 402.49919813109824, 350.35526306615435, 370.8642834571798, 374.8327257740812, 381.34375272720365]","[513.015543265834, 481.96128551695506, 452.0050298276009, 436.3814971582945, 426.17091910156176, 384.66221062519975, 344.1423107398641, 303.23878714285837, 427.16847436333273, 426.4306541758041, 462.2400075646666, 467.46572719874996, 439.83410585317665, 445.2165652042114, 470.05045664992304, 478.20026087728866, 459.29915080002115, 469.05755126920843, 497.0384983767857, 496.40670850284374]",1
120,"[427.59349365277893, 446.80846823128496, 435.63849601746205, 413.60144928123157, 422.78055355203173, 414.8504531356616, 411.0109260146873, 404.85278875382676, 394.1100316542317, 413.0330184215181, 417.16026254011507, 420.2927313173033, 370.64516858263636, 391.99189750909034, 396.8209902468348, 402.37717081292527, 352.0735639726573, 371.8342117753303, 375.8612348877163, 381.56109484802323]","[514.4656453373825, 482.5396674280199, 451.81379523173945, 435.5830550797486, 425.5510432468165, 384.4089713933499, 343.2178231902832, 301.91752357012285, 426.312240546356, 425.56976898473954, 459.2100384724209, 466.19894876696304, 439.2976614938823, 445.8600211203254, 470.879937257524, 478.65957622470336, 459.1289327444667, 468.31158247931967, 494.46154992496076, 494.70673596366186]",1
121,"[427.36295240837353, 445.87364479112546, 434.66883601409785, 411.3094399406991, 420.8307972877895, 412.53135432981054, 410.36413938982747, 405.2723298217857, 392.72113109472406, 412.1577481140025, 415.89665767789865, 420.0607253586243, 369.7094042890186, 390.72759970214355, 394.82649907850356, 401.62024493785407, 351.47924902668586, 371.3203996192592, 375.4002923671022, 381.35181410936104]","[510.64234501976927, 476.68051500617764, 446.2345526405694, 432.5304631828238, 424.38948787042676, 384.5905000632881, 341.31322864870816, 294.7083671427586, 425.85518513715397, 425.6636700363259, 459.88725619752427, 465.1055528464839, 438.6738755846004, 444.986574743459, 469.6525039212477, 477.09132189568015, 458.60030650543257, 468.59574639237655, 494.3775001217108, 494.0431028605189]",1
122,"[427.36295240837353, 445.87364479112546, 434.66883601409785, 411.3094399406991, 420.8307972877895, 412.53135432981054, 410.36413938982747, 405.2723298217857, 392.72113109472406, 412.1577481140025, 415.89665767789865, 420.0607253586243, 369.7094042890186, 390.72759970214355, 394.82649907850356, 401.62024493785407, 351.47924902668586, 371.3203996192592, 375.4002923671022, 381.35181410936104]","[510.64234501976927, 476.68051500617764, 446.2345526405694, 432.5304631828238, 424.38948787042676, 384.5905000632881, 341.31322864870816, 294.7083671427586, 425.85518513715397, 425.6636700363259, 459.88725619752427, 465.1055528464839, 438.6738755846004, 444.986574743459, 469.6525039212477, 477.09132189568015, 458.60030650543257, 468.59574639237655, 494.3775001217108, 494.0431028605189]",1
123,"[428.5425573147359, 449.87626517933853, 436.93031442487904, 410.86858133229794, 424.29985418660897, 418.4666109931989, 414.3830423074728, 408.24365720211705, 394.7631248906359, 413.6122464732742, 418.32725294427155, 420.8239287261114, 371.4092519211191, 392.6550663200574, 399.083644520437, 403.6691341147746, 352.9781209368317, 375.06356195700454, 382.90145095167424, 384.72246637999393]","[511.2948423103963, 479.2869058518922, 449.33161227349854, 432.3916394725872, 416.14859839825095, 371.89233471518537, 335.73058315382156, 302.5040123457663, 417.4136331206562, 421.19180895546504, 449.7981577692082, 463.2076205834761, 431.0128609430079, 441.2141693394449, 464.80802051163414, 477.2576528161421, 452.4325922269308, 464.45601317728045, 491.53561054015785, 494.86800897608094]",1
124,"[425.3931126003627, 440.25991838412085, 425.8378847428473, 399.82464703097236, 420.4225335442922, 429.7722302645078, 436.55987969443174, 440.7363715468127, 391.14999599433384, 373.6367689842443, 364.7296199430265, 357.0198927822857, 366.78737992987647, 373.168464054837, 388.5772902512861, 398.3443712389362, 349.5206612851178, 360.1367335383363, 373.93056397673166, 383.9802507476021]","[523.7157090453134, 488.67372511967267, 464.8046376784506, 449.47165992748563, 430.81906460378417, 386.5632237717808, 357.1081494672315, 333.0362656753503, 434.7961631421621, 374.9098689871596, 337.2025847673996, 306.5685560114312, 451.52995045800606, 426.09302432292185, 457.61979611903195, 478.6774671435287, 475.3548544474103, 459.0701284413001, 481.9972445306429, 497.7174657386962]",2
125,"[424.95065128639027, 439.5786408402732, 426.31189607672655, 399.44831278060116, 419.5903615817769, 428.7942139773525, 435.69648686972596, 439.7729374786143, 390.8683437602477, 374.59461725592496, 366.45612110689547, 358.984755424078, 367.04713776071316, 373.3096640155041, 389.4244749062072, 399.1121664461634, 350.32995624032054, 360.6804041590663, 375.54365127325894, 385.0994240177295]","[523.3484634885808, 487.39785667375173, 462.22113809784986, 445.89460278428703, 428.841088663651, 386.35104214162754, 357.2959484799532, 333.28312279330214, 431.96183008432325, 372.7909764413911, 334.9429551545425, 303.7122044560936, 447.6867238009045, 424.2910503195019, 452.8938551942579, 473.623741772448, 471.0231275883845, 456.3501025954269, 476.68004687704047, 494.27695931579615]",2
126,"[425.0126075432695, 440.09571299931173, 426.3773411116481, 398.9341030358791, 420.1283521276432, 428.546222972126, 434.967765301353, 438.78501512836516, 391.70445678199064, 375.1364383023983, 366.3783890670132, 358.4781821205153, 367.83601757680634, 373.4334180844904, 388.9241524510325, 397.9775627281473, 350.98326357941863, 361.0363233789012, 376.2644586378191, 385.6620938669976]","[524.3158515856467, 487.3860014347868, 461.95313511591456, 445.96323523924735, 432.0019370139902, 388.90060256029824, 359.1181356147647, 334.9335813568044, 434.586294366622, 374.40420876379557, 335.72364863007334, 304.08201477513535, 449.41451050365765, 425.0341122344152, 453.9330396385188, 474.4214160421327, 472.1004893528271, 456.51579823170414, 476.45448023605223, 494.2433334892005]",2
127,"[425.0126075432695, 440.09571299931173, 426.3773411116481, 398.9341030358791, 420.1283521276432, 428.546222972126, 434.967765301353, 438.78501512836516, 391.70445678199064, 375.1364383023983, 366.3783890670132, 358.4781821205153, 367.83601757680634, 373.4334180844904, 388.9241524510325, 397.9775627281473, 350.98326357941863, 361.0363233789012, 376.2644586378191, 385.6620938669976]","[524.3158515856467, 487.3860014347868, 461.95313511591456, 445.96323523924735, 432.0019370139902, 388.90060256029824, 359.1181356147647, 334.9335813568044, 434.586294366622, 374.40420876379557, 335.72364863007334, 304.08201477513535, 449.41451050365765, 425.0341122344152, 453.9330396385188, 474.4214160421327, 472.1004893528271, 456.51579823170414, 476.45448023605223, 494.2433334892005]",2
128,"[424.55489556580983, 439.62884373051264, 425.8899250236938, 400.07582402077645, 420.68665545692244, 429.14090793552845, 435.77404867098926, 440.0750644184442, 391.72879638887275, 374.6730466897605, 366.5146521070109, 359.23235111504096, 367.29040572731446, 373.19139558126125, 388.7801691521728, 398.7787721877798, 350.0254672576793, 360.4376048104381, 375.7598851698584, 386.5661754158054]","[522.961413042242, 486.31023606797874, 459.7281892893647, 443.77093545535763, 428.71072982911727, 385.2052449365967, 355.1344870394041, 330.0481180804577, 431.822788393216, 372.56404955323285, 334.203498752723, 302.2460955949673, 447.86626063724, 424.6490849950553, 452.9278664927824, 473.0735838806413, 471.6700456038878, 456.5642078633886, 476.5318954953155, 493.9371107042172]",2
129,"[424.43223084234404, 439.9860327689595, 426.4399999268044, 399.94361479939215, 418.81454136061, 428.47567685354375, 435.94049913468007, 441.1296486055454, 390.919222984928, 374.1005272107167, 365.339472672194, 357.8512328248029, 367.3525404279769, 372.9921775036069, 387.7242184822479, 397.1067744208637, 350.4518280645638, 360.5494219352628, 375.70799744525027, 385.78866674798553]","[520.4424991290789, 482.6047149873312, 454.82681130738683, 438.9613294957528, 427.49224529539185, 380.71871310519793, 349.76035688280723, 323.700950724882, 430.00095854729, 368.7818138999998, 329.19155990633425, 298.09235178294443, 445.91862769729596, 422.859120343833, 447.6928357720245, 468.38345927783587, 470.11294428489356, 455.0649124710168, 472.59592025353714, 490.71235360402557]",2
130,"[424.0772716175244, 439.8504648457663, 426.4693988466484, 399.8307821043411, 419.4470719050382, 429.2030219170202, 436.7424996216995, 442.12458251178833, 391.31771063843803, 374.78135763425115, 366.4587823570348, 359.08425196804785, 367.8132571203234, 373.69442403971783, 390.5141034729229, 400.1303943667092, 351.13114272212175, 361.2643302166787, 377.81724120861537, 387.67441116771784]","[520.6720588918812, 483.1568605946341, 456.8987715637618, 440.9022352310503, 427.37033812526, 382.62237377192406, 352.77004666653926, 327.4054480837956, 430.96491297213146, 372.39378570697534, 333.37151523264464, 301.47963342130396, 447.2688363074032, 424.5056035001476, 452.9957171670584, 473.39985553158976, 471.40273567266456, 456.213100519576, 475.76759707377636, 493.28904085034924]",2
131,"[425.4414509596783, 440.26949346509605, 425.2018246415964, 398.1215379603181, 420.1692495502, 430.55195499551945, 438.1207098819821, 443.1674524604886, 391.4763542737291, 375.25757005833634, 367.93012697822076, 361.2546211076172, 368.2569295072563, 373.99414911226324, 392.4561597045293, 402.9779108994723, 352.271893128108, 362.1189215235111, 380.0301845648939, 390.1201588328463]","[520.1062117965383, 482.4779052553846, 456.41133124782306, 439.6080266463521, 426.9298293121818, 385.0955024896501, 357.03131116878876, 332.9025641445979, 430.43264044839134, 373.6201926920564, 337.36881859269164, 307.10042320883383, 445.98538657656337, 424.70199948809295, 455.24116784466224, 476.6209718322413, 469.51987024431065, 456.46091914017154, 477.79506009587504, 495.7675610125729]",2
